番号,Ap. 語形,Ap. アクセント,意味,脚韻開始一致率,内訳,全体,逸脱,Ved. のアクセント,,
1083,tatti-,tátti-,心配、配慮,100.000%,3,3,0,,,
1084,tamatamapaha-,tamatamapáha-,タマスタマスプラバ,100.000%,2,2,0,tamastamaḥprabha-,,
1085,tama-,táma-,憂,100.000%,2,2,0,,,
1086,tamāla-,tamā́la-,キヤニモモ,83.333%,5,6,1,tamāla-,,
1087,tamva-,támva-,それほどの,100.000%,2,2,0,tā́vat-,,
1088,taraṅgamālā-,taraṅgámālā- / taraṅgamā́lā-,タランガマーラー,50.000%,1,2,,taraṅgamālā-,,
1089,taraṅga-,taráṅga-,波,100.000%,9,9,0,taraṃga-,,
1090,taranta-,taránta-,渡りつつある,100.000%,3,3,0,tárant-,,
1091,taruvara-,taruvára-,木,100.000%,11,11,0,taruvara-,,
1092,taru-,táru-,木,100.000%,3,3,0,taru-,,
1093,tavia-,távia-,熱された,100.000%,2,2,0,taptá-,,
1094,tahiṃtia-,tahiṃtía-,見られた（？）,100.000%,2,2,0,,,
1095,tahĩ,táhĩ,そこで,100.000%,24,24,0,,,
1096,tahu,táhu,その者の、その者に,100.000%,12,12,0,tásya-,,
1097,tāa-,tā́a-,父,100.000%,8,8,0,tāta-,,
1098,tāĩ,tā́ĩ,それら,100.000%,9,9,0,tā́ni,,
1099,tāu-,tā́u-,彼女たちが,100.000%,2,2,0,,,
1100,tāḍia-,tā́ḍia-,懲らしめられる,87.500%,7,8,1,tāḍita-,,
1101,tāṇa-,tā́ṇa-,守護,100.000%,2,2,0,trāṇa-,,
1102,tāmarasa-,tāmárasa- / tāmarása-,水蓮,50.000%,1,2,,tāmarasa-,,
1103,tāma,tā́ma,これほどに,93.548%,29,31,2,tā́vant-,,
1104,tāmva-,tāmvá,それほどまで,75.000%,6,8,0,tā́vant-,,
1105,tāra-,tā́ra-,ターラ,100.000%,4,4,0,tāra-,,
1106,tāra-,tā́rā-,明るい,100.000%,3,3,0,tāra-,,
1107,tāra-,tā́rā-,渡る,100.000%,2,2,0,tára-,,
1108,tārāmuha-,tārāmúha-,星のような顔をもつ,100.000%,2,2,0,,,
1109,tārā-,tā́rā-,ターラー,100.000%,3,3,0,tārā-,,
1110,tārā-,tā́rā- / tārā́-,星,50.000%,1,2,,tārā-,,
1111,tāla-,tā́la-,ヤシの木,83.333%,5,6,1,tāla-,,
1112,tāvahĩ,tā́vahĩ,そこまで,98.182%,54,55,1,,,
1113,tāva,tā́va,それほどまで,100.000%,16,16,0,tā́vant-,,
1114,tāvia-,tā́via-,熱せられた、苦しめられた,66.667%,2,3,1,tāpita-,,
1115,tāsu,tā́su,彼の,97.222%,35,36,1,tásya,,
1116,tāhã,tā́hã,彼らの,100.000%,9,9,0,téṣām,,
1117,tāhũ,tā́hũ,彼らの,100.000%,2,2,0,téṣām,,
1118,tiamai-,tiamái-,女性的な,100.000%,2,2,0,,,
1119,tiasa-,tiása-,30（の神々）,100.000%,3,3,0,tridaśa-,,
1120,tiā-,tíā-,女性,100.000%,13,13,0,strī́-,,
1121,tijagavihūsaṇa-,tijagavihūsáṇa-,三界を彩る,100.000%,2,2,0,,,
1122,titthaṅkara-,titthaṅkára-,ティールタンカラ,90.909%,10,11,0,tīrthaṃkara-,,
1123,timira-,tímira- / timíra-,暗い,50.000%,1,2,,timira-,,
1124,timmaṇa-,timmáṇa-,濡れた木材,100.000%,2,2,0,,,
1125,tilaa-,tílaa-,ティラカ,100.000%,7,7,0,tilaka-,,
1126,tiloāṇanda-,tiloāṇánda-,三界の喜び,66.667%,2,3,1,,,
1127,tisāia-,tisā́ia-,喉が渇いた,100.000%,5,5,0,tṛṣitá-,,
1128,tisūla-,tisū́la-,三叉槍,100.000%,2,2,0,triśūla-,,
1129,tiha,tíha,そのように,100.000%,3,3,0,táthā,,
1130,tihuaṇa-,tihuáṇa-,三界,100.000%,4,4,0,tribhuvana-,,
1131,tīi,tī́i,それによって,75.000%,3,4,1,,,
1132,tujjhu,tújjhu,あなたの,100.000%,10,10,0,,,
1133,tuṭṭa-,túṭṭa-,破られた,100.000%,4,4,0,,,
1134,turaṅgama-,turáṅgama-,馬,57.143%,4,7,3,turaṃgama-,,
1135,turaṅga-,turáṅga-,馬,85.714%,12,14,2,turaṃga-,,
1136,turanta-,turánta-,速やかな,62.069%,18,29,8,,,
1137,tuhāra-,tuhā́ra-,あなたの,100.000%,7,7,0,,,
1138,tūra-,tū́ra-,楽器,63.636%,7,11,4,tūrya-,,
1139,tūriā-,tū́riā-,楽器,75.000%,3,4,1,tūrya-,,
1140,teavanta-,teávanta- / teavánta-,威光を持つ,50.000%,1,2,,téjasvat-,,
1141,tea-,téa-,威光,100.000%,9,9,0,téjas-,,
1142,teṇa,téṇa,それによって,100.000%,31,31,0,téna,,
1143,tettahi,téttahi,そこに,100.000%,12,12,0,,,
1144,tetthu,tétthu,そこに,100.000%,17,17,0,,,
1145,tema,téma,そのように,87.500%,7,8,1,,,
1146,teva,téva,そのように,100.000%,4,4,0,,,
1147,tehĩ,téhĩ,その者どもによって,100.000%,15,15,0,tébhis,,
1148,taia-,táia-,第三の,83.333%,5,6,1,tṛtī́ya-,,
1149,toadavāhaṇa-,toadavā́haṇa- / toadavāhaṇá-,トーヤダヴァーハナ,50.000%,3,6,,toyadavāhana-,,
1150,toḍaṇa-,tóḍaṇa-,破ること,100.000%,3,3,0,toḍana-,,
1151,toḍanta-,toḍánta-,引き裂きつつある,66.667%,2,3,0,,,
1152,toḍia-,tóḍia-,破られた,100.000%,3,3,0,,,
1153,toraṇa-,toráṇa-,アーチ門,66.667%,4,6,2,toraṇa-,,
1154,tau,táu,あなたの,100.000%,6,6,0,táva,,
1155,thakka-,thákka-,立っている、立ち止まる,72.727%,8,11,3,,,
1156,thakka-,thákka-,立たされた,58.333%,7,12,5,,,
1157,thaṭṭa-,tháṭṭa-,軍隊,83.333%,5,6,1,,,
1158,thaḍa-,tháḍa-,軍隊,100.000%,4,4,0,,,
1159,thaṇa-,tháṇa-,胸,100.000%,12,12,0,stána-,,
1160,thatti-,thátti- / thattí-,立場,100.000%,2,2,0,sthíti-,,
1161,thambhia-,thámbhia- / thambhía,止められた,100.000%,2,2,0,stambhita-,,
1162,tharatharaharanta-,tharatharaháranta- / tharatharaharánta-,震えつつある,50.000%,1,2,,,,
1163,tharaharanta-,tharaharánta-,震えつつある,57.143%,4,7,0,,,
1164,thala-,thála-,地面,100.000%,3,3,0,sthala-,,
1165,thavia-,thávia-,立てられた,66.667%,2,3,1,sthāpita-,,
1166,thaveppiṇu,thavéppiṇu,立たせて,100.000%,2,2,0,,,
1167,thāivi,thā́ivi,立ってから,100.000%,4,4,0,,,
1168,thāṇa-,thā́ṇa-,場所,100.000%,18,18,0,sthā́na-,,
1169,thāma-,thā́ma-,場所、力,100.000%,6,6,0,sthā́man-,,
1170,thāla-,thā́la-,皿,100.000%,3,3,0,sthāla-,,
1171,thāha-,thā́ha-,浅瀬、底,100.000%,8,8,0,sthāgha-,,
1172,thā-,thā́-,とどまる,100.000%,5,5,0,,,
1173,thia-,thía-,立った,95.833%,46,48,2,sthitá-,,
1174,thira-,thíra-,固定された、永続する,100.000%,10,10,0,sthirá-,,
1175,thuvva-,thúvva-,讃える,100.000%,2,2,0,stáva-,,
1176,thora-,thóra-,古い,100.000%,5,5,0,sthávira-,,
1177,thovantara-,thovántara- / thovantára-,わずかな違い,50.000%,1,2,,stokāntara-,,
1178,thova-,thová-,小さな,100.000%,2,2,0,stoká-,,
1179,daāvaṇa-,daā́vaṇa-,貧しい,100.000%,2,2,0,,,
1180,dakkhavanta-,dakkhavánta-,見せつつある,80.000%,4,5,0,,,
1181,dakkhava-,dakkháva-,見せる,66.667%,2,3,1,,,
1182,daccha-,dáccha-,長けている,100.000%,2,2,0,dákṣa-,,
1183,daḍḍha-,dáḍḍha-,焼かれた,100.000%,5,5,0,dagdhá-,,
1184,daṇḍa-,dáṇḍa-,棒,74.194%,23,31,0,daṇḍá-,,
1185,dantantara-,dantantára-,歯の内側,66.667%,2,3,0,dantāntara-,,
1186,danta-,dánta- / dantá-,歯,50.000%,3,6,,dánta-,,
1187,dappaṇa-,dappáṇa- / dáppaṇa-,ガラス,50.000%,4,8,,darpaṇa-,,
1188,dappa-,dáppa-,誇り,100.000%,2,2,0,darpa-,,
1189,damaṇa-,damáṇa-,調教,66.667%,4,6,1,damana-,,
1190,daramalia-,daramália-,打たれた,100.000%,3,3,0,,,
1191,daramalevi ,daramálevi / daramalévi,挽くこと,50.000%,1,2,,,,
1192,darisaṇa-,darisáṇa-,見ること,100.000%,2,2,0,dárśana-,,
1193,darisanta-,darisánta-,見つつある,75.000%,3,4,0,,,
1194,darisāvaṇa-,darisā́vaṇa-,見せること,66.667%,4,6,0,,,
1195,darisāva-,darisā́va-,見せる,92.857%,13,14,1,,,
1196,darisāvia-,darisā́via-,見せられた,100.000%,5,5,0,,,
1197,darisia-,dárisia-,見られた,100.000%,4,4,0,dṛṣṭá-,,
1198,dariseppiṇu,dariséppiṇu,見せてから,100.000%,2,2,0,,,
1199,dalakkha-,dalákkha- / dalakkhá-,花びら,50.000%,1,2,,,,
1200,dalaṇa-,dálaṇa-,引き裂くこと,66.667%,4,6,2,dalana-,,
1201,dalavaṭṭaṇa-,dalaváṭṭaṇa- / dalavaṭṭáṇa-,滅亡,50.000%,2,4,,,,
1202,dalavaṭṭia-,dalaváṭṭia-,滅ぼされた,75.000%,3,4,1,,,
1203,dala-,dála-,粉砕する,100.000%,2,2,0,dala-,,
1204,dala-,dála-,葉,100.000%,7,7,0,dala-,,
1205,davatti,davátti,すぐに、素早く,100.000%,3,3,0,,,
1206,davva-,dávva- / dávva-,物,50.000%,1,2,,dravya-,,
1207,dasaraha-,dasaráha-,ダシャラタ,75.000%,3,4,1,daśaratha-,,
1208,dasasaakkha-,dasasaákkha-,1000の目をもつ,100.000%,2,2,0,daśaśatākṣa-,,
1209,dasasaaṇetta-,dasasaaṇettá-,1000の目をもつ,100.000%,2,2,0,,,
1210,dasasaaloaṇa-,dasasaaloáṇa-,1000の目をもつ,100.000%,4,4,0,daśaśatalocana-,,
1211,dasasira-,dasasíra-,10の頭を持つ（ラーヴァナ）,100.000%,2,2,0,daśaśiras-,,
1212,dasāṇaṇa-,dasā́ṇaṇa-,十の顔を持つ（ラーヴァナ）,57.576%,19,33,14,daśānana-,,
1213,dasāsa-,dasā́sa-,10の口を持つ（ラーヴァナ）,100.000%,7,7,0,daśāsya-,,
1214,dahagīva-,dahagī́va-,十の首を持つ,90.909%,10,11,1,daśagrīva-,,
1215,dahamuha-,dahamúha-,十の顔をもつ（ラーヴァナ）,62.500%,5,8,2,daśamukha-,,
1216,dahavayaṇa-,dahaváyaṇa-,十の顔をもつ（ラーヴァナ）,51.852%,14,27,13,daśavadana-,,
1217,dahimukha-,dahimúha-,ダディムカ（蛇の名）,60.000%,3,5,0,dadhimukha-,,
1218,daṃsaṇa-,daṃsáṇa-,観察,100.000%,13,13,0,dárśana-,,
1219,dāḍha-,dā́ḍha-,牙,100.000%,2,2,0,dáṃṣṭra-,,
1220,dāṇava-,dā́ṇava-,悪魔,100.000%,4,4,0,dānavá-,,
1221,dāṇa-,dā́ṇa-,与えること,90.000%,9,10,1,dāná-,,
1222,dāma-,dā́ma-,花輪,100.000%,3,3,0,dā́man-,,
1223,dāmoara-,dāmóara-,ダーモーダラ（ヴィシュヌ神）,66.667%,2,3,1,dāmodara-,,
1224,dāraṇa-,dāráṇa-,割くこと,62.500%,5,8,0,dāraṇa-,,
1225,dāra-,dā́ra-,引き裂く者,100.000%,4,4,0,dāra-,,
1226,dāruṇa-,dā́ruṇa-,恐ろしい,80.000%,8,10,2,dā́ruṇa- / dāruṇá-,,
1227,dāvaṇa-,dāváṇa-,見せること,66.667%,2,3,0,,,
1228,dāva-,dā́va-,見せる,100.000%,7,7,0,,,
1229,dāsarahi-,dāsaráhi-,ダシャラタの息子（ラーマ）,54.545%,6,11,0,dāśarathi-,,
1230,dāsa-,dā́sa-,召使,100.000%,6,6,0,dāsá-,,
1231,dāhiṇaesa-,dāhiṇaésa- / dāhiṇaesá-,感謝,50.000%,1,2,,dakṣiṇādeśana-,,
1232,diantara-,diántara- / diantára-,方角の末まで,50.000%,1,2,,,,
1233,diantarāla-,diantarā́la-,方角の末まで,100.000%,2,2,0,,,
1234,dianta-,díanta- / diánta- / diantá-,地平線の末,33.333%,1,3,,diganta-,,
1235,diavara-,diavára-,最高の再生族,66.667%,2,3,0,dvijavara-,,
1236,dikkhaṅkia-,dikkháṅkia-,世俗を捨てた,100.000%,3,3,0,,,
1237,dijjanta-,díjjanta-,与えられつつある,100.000%,2,2,0,,,
1238,dijja-,díjja-,与えられる,100.000%,8,8,0,,,
1239,diṭṭha-,díṭṭha-,見られた,93.939%,31,33,2,dṛṣtá-,,
1240,diḍharaha-,diḍharáha- / diḍharahá-,ドリダラタ,50.000%,1,2,,dṛḍharatha-,,
1241,diṇaara-,diṇaára-,日を作るもの（太陽）,85.714%,6,7,1,dinakara-,,
1242,diṇṇa-,díṇṇa-,与えられた,61.290%,19,31,12,,,
1243,divasa-,divása- / divasá-,日,37.500%,3,8,,divasa-,,
1244,divāara-,divā́ara,日を作るもの（太陽）,69.565%,16,23,7,divākará-,,
1245,disa-,dísa-,方角,100.000%,4,4,0,díś-,,
1246,disāgaa-,disāgáa-,入った,100.000%,2,2,0,,,
1247,disāmuha-,disāmúha-,方角,100.000%,2,2,0,diśāmukha-,,
1248,dihī-,díhī-,喜び,100.000%,6,6,0,,,
1249,dīṇa-,dī́ṇa-,臆病な,100.000%,2,2,0,dīna-,,
1250,dīva-,dī́va-,島,100.000%,9,9,0,dvīpá-,,
1251,dīvia-,dī́via-,明かりをつけられた,100.000%,2,2,0,dīpita-,,
1252,dīsa-,dī́sa-,見る,62.500%,5,8,3,,,
1253,dīhara-,dīhára-,長い,87.500%,7,8,0,dīrghá-,,
1254,dīha-,dī́ha-,長い,100.000%,7,7,0,dīrghá-,,
1255,dīhāusa-,dīhāúsa-,長い命を持つ,100.000%,3,3,0,dīrghāyus-,,
1256,dukalatta-,dukalátta-,悪い妻,100.000%,2,2,0,,,
1257,dukkia-,dukkía-,悪い行いの,100.000%,2,2,0,dúṣkṛta-,,
1258,dukkha-,dúkkha-,苦しみ,57.143%,4,7,3,duḥkhá-,,
1259,dukkhoara-,dukkhoára-,苦しみをなす,100.000%,2,2,0,,,
1260,duggandha-,duggándha- / duggandhá-,悪臭,50.000%,1,2,,durgandha-,,
1261,dugga-,dúgga-,行くことが難しい,100.000%,2,2,0,durgá-,,
1262,duccaria-,duccária-,悪行,100.000%,5,5,0,duścarita-,,
1263,dujjaa-,dujjáa-,打ち負かし難い,92.857%,13,14,0,durjaya-,,
1264,dujjaṇa-,dujjáṇa-,悪人,100.000%,3,3,0,durjana-,,
1265,duṭṭha-,dúṭṭha-,悪い,85.714%,6,7,1,duṣṭa-,,
1266,duṇimitta-,dúṇimitta- / duṇimítta-,悪い呪文,50.000%,1,2,,durnimitta-,,
1267,duṇṇirikkha-,duṇṇirikkhá-,見難い,60.000%,3,5,0,durnirīkṣya-,,
1268,duṇṇivāra-,duṇṇivā́ra,抑制し難い,100.000%,19,19,0,durnivāra-,,
1269,duttara-,duttára-,渡り難い,100.000%,2,2,0,dustara-,,
1270,dutthia-,dutthía-,貧しい,100.000%,3,3,0,duḥsthita-,,
1271,dudarisaṇa-,dudarisáṇa-,見えづらい,66.667%,4,6,0,durdarśana-,,
1272,duddarisa-,duddárisa-,見えにくい,100.000%,3,3,0,durdarśa-,,
1273,duddaṃsaṇa-,duddaṃsáṇa-,見が悪いこと,100.000%,2,2,0,durdarśana-,,
1274,duddhara-,duddhára-,耐えられない、地獄,63.636%,14,22,2,durdhará-,,
1275,duppeccha-,duppecchá-,見づらい,66.667%,2,3,0,duṣprekṣa-,,
1276,duppaisāra-,duppaisā́ra-,入り難い,100.000%,2,2,0,duṣpraveśa-,,
1277,dummuha-,dummúha-,ドゥルムカ,100.000%,4,4,0,durmukha-,,
1278,dullaha-,dulláha-,得難い,100.000%,4,4,0,durlabha-,,
1279,duviaḍḍha-,duviaḍḍhá-,悪く教えられた,66.667%,4,6,0,durvidagdha-,,
1280,duvvaaṇa-,duvváaṇa-,言葉の悪い,66.667%,2,3,1,durvacana-,,
1281,duvvāa-,duvvā́a-,屁,100.000%,3,3,0,durvāta-,,
1282,duvvāra-,duvvā́ra-,抵抗し難い,100.000%,3,3,0,durvāra-,,
1283,duvvisaha-,duvvisáha-,耐え難い,100.000%,8,8,0,durviṣaha-,,
1284,duha-,dúha-,苦しみ,100.000%,4,4,0,duḥkhá-,,
1285,duhia-,dúhia-,娘,87.500%,7,8,1,duhitṛ́-,,
1286,dūa-,dū́a-,使者,92.857%,13,14,1,dūtá-,,
1287,dūra-,dū́ra-,遠い,100.000%,4,4,0,dūrá-,,
1288,dūsaṇa-,dū́saṇa-,害すること,54.545%,6,11,5,dū́ṣaṇa-,,
1289,dūsaha-,dūsáha-,耐え難い,100.000%,9,9,0,duḥsaha-,,
1290,dūhau-,dūhau-,二人,100.000%,3,3,0,,,
1291,denta-,dentá-,与えつつある,76.923%,20,26,6,,,
1292,deppiṇu,déppiṇu,与えてから,100.000%,9,9,0,ger. √dā,,
1293,devaa-,deváa-,神,100.000%,4,4,0,devátā-,,
1294,devaccaṇa-,devaccáṇa-,神への敬礼,100.000%,2,2,0,,,
1295,devara-,devára-,義兄,100.000%,4,4,0,devṛ́-,,
1296,deva-,déva-,神,66.102%,39,59,20,devá-,,
1297,devāgamaṇa-,devāgamáṇa-,神の到来,100.000%,2,2,0,*devāgamana-,,
1298,devāvia-,devā́via-,呼ばれた,100.000%,2,2,0,,,
1299,devāhideva-,devāhidéva-,至高の神,100.000%,2,2,0,devādhideva-,,
1300,devi,dévi,与えてから,66.667%,10,15,5,,,
1301,devī-,dévī-,女神,75.000%,6,8,2,devī́-,,
1302,devaula-,devaúla-,寺院,100.000%,2,2,0,devakula-,,
1303,desantara-,desantára-,国内,50.000%,2,4,1,deśāntara-,,
1304,desavihūsaṇa-,desavihūsáṇa-,デーシャヴィブーシャナ,100.000%,3,3,0,deśavibhūṣaṇa-,,
1305,desa-,désa-,与えるであろう,66.667%,2,3,1,,,
1306,desa-,désa-,国,100.000%,7,7,0,deśá-,,
1307,deha-,déha-,体,100.000%,30,30,0,deha-,,
1308,de-,dé-,与える,91.667%,22,24,2,,,
1309,daia-,dáia-,愛しい,100.000%,3,3,0,dayita-,,
1310,doṇaghaṇa-,doṇagháṇa-,ドローナを殺す者,100.000%,2,2,0,,,
1311,dosa-,dósa-,欠点,100.000%,2,2,0,doṣa-,,
1312,dohittaa-,dohittáa- / dohittaá-,娘の息子,50.000%,1,2,,dauhitra-,,
1313,dhaagga-,dhaágga- / dhaaggá-,旗持ち,50.000%,3,6,,,,
1314,dhaavaḍa-,dhaaváḍa-,旗竿,100.000%,13,13,0,dhvajapaṭa-,,
1315,dhaa-,dháa-,旗,100.000%,20,20,0,dhvajá-,,
1316,dhagadhagadhaganta-,dhagadhagadhagánta-,燃え上がりつつある,100.000%,4,4,0,,,
1317,dhagadhaganta-,dhagadhagánta-,燃え上がりつつある,100.000%,4,4,0,,,
1318,dhagadhagamāṇa-,dhagadhagamā́ṇa-,燃え上がりつつある,100.000%,2,2,0,,,
1319,dhaṇaa-,dháṇaa-,富の神（クベーラ）,100.000%,4,4,0,dhanada-,,
1320,dhaṇa-,dháṇa-,財産,100.000%,5,5,0,dhána-,,
1321,dhaṇa-,dháṇa-,弓,100.000%,6,6,0,dhánus-,,
1322,dhaṇā-,dháṇā-,妻,100.000%,4,4,0,dhanyā-,,
1323,dhaṇī-,dháṇī-,妻,100.000%,3,3,0,,,
1324,dhaṇuddhara-,dhaṇuddhára-,弓兵,60.000%,9,15,0,dhanurdhara-,,
1325,dhaṇuhara-,dhaṇuhára-,弓兵,100.000%,2,2,0,,,
1326,dhaṇṇa-,dháṇṇa- / dhaṇṇá-,豊かな、幸福な,50.000%,2,4,,dhánya-,,
1327,dhammaddha-,dhammáddha-,偽善の,100.000%,2,2,0,dharmadhvaja-,,
1328,dhamma-,dhámma-,法,100.000%,9,9,0,dhárma-,,
1329,dharaṇa-,dháraṇa-,運ぶこと、捕えること,100.000%,4,4,0,dháraṇa-,,
1330,dharaṇiala-,dharaṇiála-,地表,100.000%,3,3,0,dharaṇītala-,,
1331,dharaṇinda-,dharaṇindá-,ダラナの王,66.667%,2,3,0,,,
1332,dharaṇīdhara-,dharaṇīdhára-,山,100.000%,2,2,0,dharaṇīdhara-,,
1333,dharanta-,dháranta- / dharánta-,保持しつつある,50.000%,1,2,,dharant-,,
1334,dhara-,dhára-,山,100.000%,2,2,0,dhara-,,
1335,dhara-,dhára-,大地,100.000%,2,2,0,dhara-,,
1336,dhara-,dhára-,支える、運ぶ,100.000%,14,14,0,dhara-,,
1337,dhara-,dhára-,支える者、運ぶ者,100.000%,45,45,0,dhara-,,
1338,dharādharī-,dharādhárī-,取っ組み合い,100.000%,2,2,0,,,
1339,dharāvia-,dhárāvia- / dharā́via-,支えさせられた,50.000%,1,2,,,,
1340,dharia-,dhária-,持たれた,95.833%,23,24,1,,,
1341,dharivi,dhárivi,支えてから,100.000%,7,7,0,,,
1342,dharevi,dhárevi,支えてから,75.000%,3,4,1,,,
1343,dharesa-,dharésa-,保持するであろう,100.000%,2,2,0,,,
1344,dhare-,dháre- / dharé-,運ぶ、もつ,50.000%,1,2,,,,
1345,dhavala-,dhavála-,白い、明るい,80.000%,8,10,2,dhavala-,,
1346,dhavaliya-,dhavaliyá-,白くされた,75.000%,3,4,0,dhavalita-,,
1347,dhāia-,dhā́ia-,走った,100.000%,11,11,0,dhāvita-,,
1348,dhāī-,dhā́ī-,乳母,100.000%,2,2,0,dhātrī-,,
1349,dhāḍa-,dhā́ḍa-,滅ぼす,100.000%,2,2,0,drāḍa-,,
1350,dhāḍīsara-,dhā́ḍīsara-,ダーディーサラ,100.000%,2,2,0,,,
1351,dhāṇukkia-,dhāṇukkía-,弓兵,66.667%,2,3,1,dhānuṣka-,,
1352,dhāra-,dhā́ra-,流れ,100.000%,5,5,0,dhāra-,,
1353,dhāra-,dhā́ra-,ふち、刃,80.000%,4,5,1,dhāra-,,
1354,dhāra-,dhā́ra-,〜をもつ者,100.000%,8,8,0,dhāra-,,
1355,dhāria-,dhā́ria-,保たれた,100.000%,2,2,0,dhārita-,,
1356,dhāva-,dhā́va-,走る,100.000%,5,5,0,dhā́va-,,
1357,dhāhāva-,dhāhā́va-,嘆かせる,100.000%,3,3,0,,,
1358,dhīa-,dhī́a-,娘,66.667%,4,6,2,duhitṛ́-,,
1359,dhīra-,dhī́ra-,勇ましい、強壮な,100.000%,20,20,0,dhī́ra-,,
1360,dhuṇanta-,dhuṇánta-,たたきつつある,100.000%,2,2,0,,,
1361,dhutta-,dhútta-,悪党,100.000%,2,2,0,dhūrta-,,
1362,dhurandhara-,dhurándhara,荷物引きの雄牛,66.667%,2,3,1,dhuraṃdhara-,,
1363,dhura-,dhúra-,くびき,100.000%,5,5,0,dhúr-,,
1364,dhūmaddhaa-,dhūmáddhaa- / dhūmaddháa-,火,50.000%,1,2,,,,
1365,dhūmanta-,dhūmánta-,煙を上げつつある,100.000%,2,2,0,,,
1366,dhūmālaa-,dhūmā́laa-,ドゥーマーラヤ,100.000%,2,2,0,,,
1367,dhūsara-,dhūsára-,灰色の,100.000%,2,2,0,dhūsara-,,
1368,dhūsaria-,dhūsária-,灰色にされた,100.000%,2,2,0,dhūsarita-,,
1369,paaṅga-,paáṅga-,飛ぶ虫,100.000%,3,3,0,pataṃgá-,,
1370,paaṭṭa-,paáṭṭa-,前進する,100.000%,3,3,0,,,
1371,paaṭṭa-,paáṭṭa-,出発した,94.118%,16,17,1,pravṛtta-,,
1372,paaṇḍa-,paáṇḍa-,獰猛な,100.000%,4,4,0,pracaṇḍa-,,
1373,paatta-,paátta-,努力,100.000%,2,2,0,prayatna-,,
1374,paara-,páara-,種類,60.000%,3,5,2,prakāra-,,
1375,paa-,páa-,足,100.000%,9,9,0,padá-,,
1376,paāṇa-,paā́ṇa-,行くこと,100.000%,7,7,0,prayā́na-,,
1377,paāra-,paā́ra-,種類,100.000%,7,7,0,prakāra-,,
1378,paāva-,paā́va-,威光,87.500%,7,8,1,pratāpa-,,
1379,paāvai-,paā́vai-,プラジャーパティ,100.000%,2,2,0,prajāpati-,,
1380,paāsa-,paā́sa-,有名にする,100.000%,2,2,0,prakāśaya-,,
1381,paāsa-,paā́sa-,光り輝く,100.000%,5,5,0,prakāśa-,,
1382,paĩ,páĩ,あなたを,100.000%,9,9,0,,,
1383,paīva-,paī́va-,灯,100.000%,7,7,0,pradīpa-,,
1384,paīsara-,paīsára-,捕える,100.000%,3,3,0,,,
1385,paīsa-,paī́sa-,入る,66.667%,2,3,1,praviśa-,,
1386,paīhara-,paīhára-,非常に長い,57.143%,4,7,1,pradīrgha-,,
1387,paesa-,paésa-,地域,90.909%,10,11,0,pradeśa-,,
1388,paohara-,paóhara-,乳房,62.500%,5,8,3,payodhara-,,
1389,pakkha-,pákkha-,羽,75.000%,3,4,1,pakṣá-,,
1390,pakkhālaṇa-,pakkhā́laṇa-,洗うこと,66.667%,2,3,1,prakṣālana-,,
1391,pakkhia-,pákkhia-,一方にいる,100.000%,5,5,0,pākṣika-,,
1392,pagāsaṇa-,pagā́saṇa-,明らかにすること,100.000%,3,3,0,prakāśana-,,
1393,pagāsa-,pagā́sa-,輝き,100.000%,8,8,0,prakāśa-,,
1394,pagāsa-,pagā́sa-,明らかにする、示す,100.000%,2,2,0,prakāśaya-,,
1395,pagāsia-,pagā́sia-,明らかにされた,100.000%,5,5,0,prakāśita-,,
1396,pagāsiṇi-,pagā́siṇi-,輝きを持つ,100.000%,2,2,0,prakāśin-,,
1397,paṅkaa-,páṅkaa- / paṅkáa-,蓮,50.000%,2,4,,paṅkaja-,,
1398,paṅkāpaṇḍuri-,paṅkāpaṇḍúri-,漆喰と粘土,100.000%,2,2,0,,,
1399,paṅkia-,páṅkia-,線を引かれた,100.000%,2,2,0,,,
1400,paṅkuppaṅkia-,paṅkuppáṅkia- / paṅkuppaṅkía-,粉を塗られた,50.000%,1,2,,,,
1401,paṅgaṇa-,paṅgáṇa-,庭,66.667%,2,3,0,prāṅgaṇa-,,
1402,paṅgutta-,paṅgútta-,覆われた,100.000%,3,3,0,,,
1403,pacaṇḍa-,pacáṇḍa-,非常に強い,80.000%,8,10,2,pracaṇḍa-,,
1404,paccala-,paccála-,有能な,100.000%,3,3,0,,,
1405,paccahai,pácchai,後ろに,100.000%,2,2,0,paścā́t,,
1406,pacca-,pácca-,よい状態だ,66.667%,2,3,1,pácya-,,
1407,paccāria-,paccā́ria-,非難された,100.000%,3,3,0,,,
1408,pacchala-,pacchála-,後ろの,66.667%,2,3,0,paścala-,,
1409,pajampia-,pajámpia-,言われた,75.000%,6,8,2,,,
1410,pajalanta-,pajalánta-,燃えつつある,75.000%,3,4,1,prajvalant-,,
1411,pajjalanta-,pajjalánta-,輝き始めつつある,100.000%,2,2,0,prajvalant-,,
1412,pañcāṇaṇa-,pañcā́ṇaṇa-,五つの顔を持つ、獅子,52.381%,11,21,10,pañcānana-,,
1413,pañcāṇuvvaa-,pañcāṇuvváa-,五つの聖戒,100.000%,4,4,0,*pañcānuvrata-,,
1414,pañjara-,pañjára-,かご,100.000%,9,9,0,pañjara-,,
1415,paṭṭaṇa-,paṭṭáṇa-,都市,87.500%,14,16,0,paṭṭana-,,
1416,paṭṭa-,páṭṭa- / paṭṭá-,石板,50.000%,1,2,,paṭṭa-,,
